key,query,title,doi,venue,year,type,author0,source,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,novelty_pressure,open_questions
f9ccb7c41ca487567cd1ed97acce95aaf629f107,robot safety shield hierarchy,"Maintenance, Software, and Robot Safety",10.1201/9781003365204-6,"System Safety, Maintainability, and Maintenance for Engineers",2023,book-chapter,B.S. Dhillon,crossref,,,,,,,
16d74fdcb2758ea56d9f485a52b3f0e27d45b9bb,robot safety shield hierarchy,Predictive Safety Shield for Dyna-Q Reinforcement Learning,10.23919/ecc65951.2025.11186958,2025 European Control Conference (ECC),2025,proceedings-article,Pin Jin,crossref,,,,,,,
e504be2a84c8e626474e99df8605da8b695f85e3,robot safety shield hierarchy,Intelligent decision on shield construction parameters based on safety evaluation model and sparrow search algorithm,10.1016/j.ress.2025.110973,Reliability Engineering &amp; System Safety,2025,journal-article,Wei Gao,crossref,,,,,,,
745d46d7d9e6c0573ec4ebb6047057d788847358,robot safety shield hierarchy,HYBRID CONTROL DESIGN FOR A ROBOT MANIPULATOR IN A SHIELD TUNNELING MACHINE,10.5220/0001128901850192,"Proceedings of the First International Conference on Informatics in Control, Automation and Robotics",2011,proceedings-article,,crossref,,,,,,,
f0bdcbcb67ed4d1d1de829ea91a7c376359ab49c,robot safety shield hierarchy,Robot Path Planning with Safety Zones,10.5220/0012162100003543,"Proceedings of the 20th International Conference on Informatics in Control, Automation and Robotics",2023,proceedings-article,Evis Plaku,crossref,,,,,,,
457efd550abe245612ce3d8a7866d836bbc81bfe,robot safety shield hierarchy,A Study on Single Pilot Resource Management Using Integral Fuzzy Analytical Hierarchy Process,10.3390/safety7040084,Safety,2021,journal-article,Kwang Hyun Im,crossref,,,,,,,
0855ebe94363121b36f640f3c39aaa25aca77286,robot safety shield hierarchy,Robotics - Safety design for industrial robot systems,10.3403/30366625,,2018,standard,,crossref,,,,,,,
9d250aa5191123b08d0c42015337b8dcf71f8822,robot safety shield hierarchy,Safety first in rehabilitation robots! Investigating how safety-related physical human-robot interaction ca be assessed,10.3990/1.9789036555036,,2022,dissertation,Jule Bessler,crossref,,,,,,,
2b83f21083a483c634af5cdbde5222ec02b5000e,robot safety shield hierarchy,Robotics - Safety design for industrial robot systems,10.3403/30366625u,,2018,standard,,crossref,,,,,,,
928dc359ab3d84e14286ef9c6f1d31fca0ab19f7,robot safety shield hierarchy,"Robot, Software, and Medical Device Safety",10.1201/9780849330681.ch15,"Reliability, Quality, and Safety for Engineers",2011,book-chapter,,crossref,,,,,,,
8604858eeccef6a59a4706469e0c2fc61d11974c,robot safety shield hierarchy,Safety evaluation of operational metro shield tunnels using improved game theory and dynamic variable weight theory,10.1016/j.ress.2026.112279,Reliability Engineering &amp; System Safety,2026,journal-article,Feiyu Pang,crossref,,,,,,,
8c2a68cb4223d18db28b96400b865a4e48e3f8e1,robot safety shield hierarchy,Robot Reliability and Safety,10.1007/978-1-4612-3148-6,,2011,book,B. S. Dhillon,crossref,,,,,,,
f01f862b53e09cc5673c37d5435189f17c59d277,robot safety shield hierarchy,Passive Bilateral Teleoperation with Safety Considerations,10.1201/9781315213781-11,Human–Robot Interaction,2019,book-chapter,Márton Lőrincz,crossref,,,,,,,
de6c9cc7961269d59bef8b7a9e2fa38eb566a0c1,robot safety shield hierarchy,System safety analysis of an autonomous mobile robot,10.2172/10170290,,2007,report,R.J. Bartos,crossref,,,,,,,
5916dfe179ef8e2d69eeb968baa2421fae96be51,robot safety shield hierarchy,"Robot, Software, and Medical Device Safety",10.1201/9780203006139.ch15,"Reliability, Quality, and Safety for Engineers",2010,book-chapter,,crossref,,,,,,,
e2a161eb01ec9a5f9913bf3178475355f6da78a7,robot safety shield hierarchy,Safety risk assessment using analytic hierarchy process (AHP) during planning and budgeting of construction projects,10.1016/j.jsr.2013.05.003,Journal of Safety Research,2013,journal-article,Saman Aminbakhsh,crossref,,,,,,,
724dba7375072bbef480e8c93e19f8ce5decc620,robot safety shield hierarchy,Risk Communication: A New Role for Marketing and Sales at the Interface with Pharmacovigilance,10.2165/00002018-200629100-00150,Drug Safety,2006,journal-article,I. Fermont,crossref,,,,,,,
74c3ebd9bb336508cc8d6e758dee67efed87ab7c,robot safety shield hierarchy,"Agricultural tractors. Rear-mounted power take-offs. Types 1, 2 and 3",10.3403/30080632,,2013,standard,,crossref,,,,,,,
5feea204f813319515380aae44da76b8383724b3,robot safety shield hierarchy,Design and Analysis of Cutter Changing Robot for Large Diameter Shield Tunneling Machine,10.1109/acirs62330.2024.10684918,2024 9th Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),2024,proceedings-article,Kaixuan Han,crossref,,,,,,,
5a8e14d367c9dfe9177de7a3ed12955db9da1e13,robot safety shield hierarchy,Human–Robot Shared Workspace in Aerospace Factories,10.1201/9781315213781-5,Human–Robot Interaction,2019,book-chapter,Gilbert Tang,crossref,,,,,,,
3733516e6d81898c7301818d00e65386930fbb99,robot safety shield hierarchy,Robot Modularity for Service Robots,10.1201/9781315213781-4,Human–Robot Interaction,2019,book-chapter,Hong Seong Park,crossref,,,,,,,
563230dc883654517aa75c88f8f02f98c98eead9,robot safety shield hierarchy,Access safety solutions for hazardous robot cells,10.1108/ir.1999.04926cad.006,Industrial Robot: An International Journal,2014,journal-article,,crossref,,,,,,,
7e843b639f5f1be6e78e11d5e3f525a288dcaf30,robot safety shield hierarchy,"The influence of personality, habits, hierarchy, and role on decision-making in real-life : application to aviation safety",10.70675/87816cfcz54d3z4855zb5c0z3a196500b282,,2026,dissertation,,crossref,,,,,,,
d4a41d1ccc9eb40cfc03ee0e26438ec57a16dd78,robot safety shield hierarchy,Human–Robot Interfaces in Autonomous Surgical Robots,10.1201/9781315213781-12,Human–Robot Interaction,2019,book-chapter,Paolo Fiorini,crossref,,,,,,,
810d906752451b7f981604d4483f2998470fccd3,robot safety shield hierarchy,Organizational Hierarchy Changes,10.1002/9781118530689.ch6,Guidelines for Managing Process Safety Risks During Organizational Change,2013,other,,crossref,,,,,,,
fa9252b8e7f6825a3450405a14d861a946a0f1f1,robot safety shield hierarchy,Human Factors and Safety Considerations in Robotics Workplaces,10.1201/b18388-12,Robot System Reliability and Safety,2015,book-chapter,,crossref,,,,,,,
e668b11bb50f4f8380dfdce7b8c06e2f695f09e2,robot safety shield hierarchy,Real-time Safety Control of Upper-limb Rehabilitation Robot,10.3724/sp.j.1218.2012.00197,Robot,2015,journal-article,Lizheng PAN,crossref,,,,,,,
8cd479395f075d359e4a983f2269d8cb12212850,robot safety shield hierarchy,"Safety of Medical Robots, Regulation, and Standards",10.1201/9781315213781-9,Human–Robot Interaction,2019,book-chapter,Kiyoyuki Chinzei,crossref,,,,,,,
c61edcac30b2fe6d71aa2823329299128b63567a,robot safety shield hierarchy,Wild Tech: Exploring South Africa’s unique robotics landscape,10.1126/scirobotics.adm7015,Science Robotics,2023,journal-article,Stacey Shield,crossref,,,,,,,
17bf570bfd8b7f1333f36e6725b3e31c1102b59e,robot safety shield hierarchy,"Agricultural tractors. Rear-mounted power take-off types 1, 2, 3 and 4",10.3403/30242599,,2014,standard,,crossref,,,,,,,
89e4228b258a1934a2969d2c6983f0274e8e6122,robot safety shield hierarchy,Robot System Reliability and Safety,10.1201/b18388,,2015,book,B.S. Dhillon,crossref,,,,,,,
ad376a390b66b706e85b781bea0c2f6e78038b16,robot safety shield hierarchy,Designing Multi-Robot Systems to Support Safety-Critical Environments,10.54337/aau826318567,,2026,dissertation,,crossref,,,,,,,
e39959d5a45e29b58bc5f9c1891b11a2a8037c15,robot safety shield hierarchy,"Agricultural tractors. Rear-mounted power take-off types 1, 2, 3 and 4",10.3403/30080632u,,2015,standard,,crossref,,,,,,,
20325c3a20ccb8f0f7d9739f316b82dec7653f2d,robot safety shield hierarchy,The analytic hierarchy process applied to maintenance strategy selection,10.1016/s0951-8320(00)00047-8,Reliability Engineering &amp; System Safety,2002,journal-article,M Bevilacqua,crossref,,,,,,,
bd1cbca865a3f098140028cb2f10201e076da7ec,robot safety shield hierarchy,Perceived safety during human-robot interaction with an autonomous mobile robot,10.1016/j.apergo.2026.104747,Applied Ergonomics,2026,journal-article,Justin M. Haney,crossref,,,,,,,
278d755230f23c20e875e2833273c109a41b7729,robot safety shield hierarchy,Robot Maintenance and Areas of Robotics Applications in Maintenance and Repair,10.1201/b18388-11,Robot System Reliability and Safety,2015,book-chapter,,crossref,,,,,,,
833313aa19246e9a50e6f9d5a8c7e3e55689e6fe,robot safety shield hierarchy,Robot-Dummy Crash Tests for Robot Safety Assessment,10.1109/robot.2007.363917,Proceedings 2007 IEEE International Conference on Robotics and Automation,2007,proceedings-article,Susanne Oberer,crossref,,,,,,,
da5e5b1dfe04cd40fb6fd221538dc5e3b78d1a78,robot safety shield hierarchy,Robot Safety: Overview of Risk Assessment and Reduction,10.4172/2168-9695.1000139,Advances in Robotics &amp; Automation,2016,journal-article,Chinniah Y,crossref,,,,,,,
e312cdc663a71ee576d1b48a13118e6f0b0072e8,robot safety shield hierarchy,Safety assessment of shipping routes in the South China Sea based on the fuzzy analytic hierarchy process,10.1016/j.ssci.2013.08.002,Safety Science,2013,journal-article,Jiasheng Wang,crossref,,,,,,,
ab246d46cba7a7546f471d75844cf8b6f5b7ec78,robot safety shield hierarchy,Cooperation between man and robot: interface and safety,10.1109/roman.1992.253891,[1992] Proceedings IEEE International Workshop on Robot and Human Communication,2003,proceedings-article,A.-J. Baerveldt,crossref,,,,,,,
ef8069041c80879afa1e867adfa1d0128e112ada,robot safety shield hierarchy,Hospitalʼs Transport Robot Falls Down Stairs,10.1097/00149078-199211000-00003,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
3b7bbc28edff0bfe03f5495d5f199615200c236a,robot safety shield hierarchy,"Hierarchy, power, and safety management",10.4324/9781003010401-9,Human Resource Management in Shipping,2021,book-chapter,Lijun Tang,crossref,,,,,,,
a4cd331a2efface8b999d3ce7a6ba0b1af200971,robot safety shield hierarchy,"On Rehabilitation Robotics Safety, Benchmarking, and Standards",10.1201/9781315213781-7,Human–Robot Interaction,2019,book-chapter,Jan F. Veneman,crossref,,,,,,,
1cdf1561d2b9629ef7dee4b30fe43d4fe3bc5462,robot safety shield hierarchy,Automatic Segment Assembly Robot for Shield Tunneling Machine,10.1111/j.1467-8667.1995.tb00295.x,Computer-Aided Civil and Infrastructure Engineering,2008,journal-article,Yasuo Tanaka,crossref,,,,,,,
ad673a83f881eeaa6bbd5c284b0d473018ed9051,robot safety shield hierarchy,Safety bounds in human robot interaction: A survey,10.1016/j.ssci.2020.104667,Safety Science,2020,journal-article,Angeliki Zacharaki,crossref,,,,,,,
b0fad4bc2e09cf799eeede82b06b179d1005b665,robot safety shield hierarchy,HYBRID CONTROL DESIGN FOR A ROBOT MANIPULATOR IN A SHIELD TUNNELING MACHINE,10.1007/1-4020-4543-3_17,"INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS I",2006,book-chapter,Jelmer Braaksma,crossref,,,,,,,
bd928f1f6e574f55e6fdc1ac99e3d94953aa33f0,robot safety shield hierarchy,The Safety of Early Enteral Feeding in Children With Acute Pancreatitis,10.1542/peds.2020-007211,Pediatrics,2020,journal-article,Julian Hamilton-Shield,crossref,,,,,,,
4497213568dc3111e24cd6124bc122e1d5c15d6a,robot safety shield hierarchy,Nuclear Reactor Safety: A Two-Layered Paradigm with a (Zr 3 Si 2 ) Neutron Reflector and Bio shield in BWRX-300 SMR,10.22541/au.170432833.38082936/v1,,2024,posted-content,Rashid Momin,crossref,,,,,,,
83ab6f5e1f8e72c3bb8fd7c751cc6a8458588e03,robot safety shield hierarchy,The Concept of a Poly-Functional Ballistic Shield,10.5604/01.3001.0014.0287,Problems of Mechatronics Armament Aviation Safety Engineering,2020,journal-article,Andrzej ZIŃCZUK,crossref,,,,,,,
27b5a5452661a461db72b8e37fcb9aceeb8f9e4f,robot safety shield hierarchy,Dynamic process safety barrier management system based on risk hierarchy,10.1002/prs.70040,Process Safety Progress,2025,journal-article,Icaro Brito,crossref,,,,,,,
151b00530e6381ba36f63e39f7b95519bd9bfed7,robot safety shield hierarchy,Robots and robotic devices. Safety requirements for industrial robots,10.3403/30187056,,2013,standard,,crossref,,,,,,,
b122eb1f0204466d26093f03a4055d00b5ada3a2,robot safety shield hierarchy,Magellan Robot,10.1097/01.bmsas.0000466990.10655.d1,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
476599aa2d4bd9f8f90858aa753fe0778e4ad6c1,robot safety shield hierarchy,Safety,10.1007/978-1-4302-2749-6_3,Robot Building for Beginners,2010,book-chapter,David Cook,crossref,,,,,,,
d5dfc4ea8f3c883cf4b1e0d1f2175e52a299aa36,robot safety shield hierarchy,Introduction,10.1201/b18388-4,Robot System Reliability and Safety,2015,book-chapter,,crossref,,,,,,,
568887813ef0db09a438ece355479f7e2580ea01,robot safety shield hierarchy,Safety and Verification for a Mobile Guide Robot,10.15445/02012015.108,USES,2016,proceedings-article,J. Aitken,crossref,,,,,,,
5f5ba08725fa86f94ca2e711f5e5baed86cc2692,robot safety shield hierarchy,Warehouse Robot Detection for Human Safety Using YOLOv8,10.1109/southeastcon52093.2024.10500278,SoutheastCon 2024,2024,proceedings-article,Hunter Pitts,crossref,,,,,,,
ebd166e605a9521b2c7068b5b2786c69b7b9ba8c,robot safety shield hierarchy,Safety,10.1007/978-1-4842-1359-9_3,Robot Building for Beginners,2015,book-chapter,David Cook,crossref,,,,,,,
b4be1019da52e1c2372e0dad2d6d8f9ba2b8f06e,robot safety shield hierarchy,Robot safety,10.1108/eum0000000004173,Industrial Robot: An International Journal,2004,journal-article,G R Ward,crossref,,,,,,,
10812b2402fd547001d2bf2090afdf90dc89eb52,robot safety shield hierarchy,Finite-Horizon Shield for Path Planning Ensuring Safety/Co-Safety Specifications and Security Policies,10.1109/access.2023.3241946,IEEE Access,2023,journal-article,Koki Kanashima,crossref,,,,,,,
960c83d80daececf11e1c8ef91ce75009a2a0267,robot safety shield hierarchy,Safety,10.1007/978-1-4302-0826-6_3,Robot Building for Beginners,2013,book-chapter,David Cook,crossref,,,,,,,
1e829bf33a3faa188e75a4203512fafb2ac45c96,robot safety shield hierarchy,Overall risk analysis of shield TBM tunnelling using Bayesian Networks (BN) and Analytic Hierarchy Process (AHP),10.9711/ktaj.2016.18.5.453,Journal of Korean Tunnelling and Underground Space Association,2016,journal-article,Jeongjun Park,crossref,,,,,,,
5b7aaf62799d9b5c225f3428ae4e3fb36099f08f,robot safety shield hierarchy,A spider-inspired dragline enables aerial pitch righting in a mobile robot,10.1109/iros.2015.7353392,2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2015,proceedings-article,Stacey Shield,crossref,,,,,,,
b9903c47e016168cd4cb5e8a7afe34ea954fbcb0,robot safety shield hierarchy,Robot Teaches Paralyzed How to Walk,10.1097/00149078-200406010-00001,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
f475afaba894916abd408d0f1b27213529afd55b,robot safety shield hierarchy,Mobile robot olfaction: Towards search and rescue robot dogs,10.1109/ssrr50563.2020.9292634,"2020 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",2022,proceedings-article,Lino Marques,crossref,,,,,,,
02ca93e15b4680ed122ca24fa1a59467558e14df,robot safety shield hierarchy,Getting Air: Modelling and Control of a Hybrid Pneumatic-Electric Legged Robot,10.1109/icra48891.2023.10160737,2023 IEEE International Conference on Robotics and Automation (ICRA),2023,proceedings-article,Christopher Mailer,crossref,,,,,,,
e45e6dd0e65763d4731cfc2942b95f7144080302,robot safety shield hierarchy,Quality indicators for primary care mental health services,10.1136/qhc.12.2.100,Quality and Safety in Health Care,2003,journal-article,T Shield,crossref,,,,,,,
64e05f466faa01694a9e85f7dd4129c3a8a02815,robot safety shield hierarchy,Quantitative Evaluation of the Adaptability of the Shield Machine Based on the Analytic Hierarchy Process (AHP) and Fuzzy Analytic Hierarchy Process (FAHP),10.1155/2022/3268150,Advances in Civil Engineering,2022,journal-article,Jiangsheng Xie,crossref,,,,,,,
5be773263c4018379ff2dfa4b0916c8b4ebe8f81,robot safety shield hierarchy,Enhancing Safety Protocols for Human-Robot Collaboration in Welding Environments: Investigation Review into Augmenting Worker Safety within Robot Hazard Zones,10.1109/sami60510.2024.10432922,2024 IEEE 22nd World Symposium on Applied Machine Intelligence and Informatics (SAMI),2024,proceedings-article,Nada El Yasmine Aichaoui,crossref,,,,,,,
68d191a9fc64fbbb9b198fc4f66422c8d651b59d,robot safety shield hierarchy,The Other End of Human–Robot Interaction,10.1201/9781315213781-10,Human–Robot Interaction,2019,book-chapter,Árpád Takács,crossref,,,,,,,
d4a7359ae3780f090197605a1d108df5a0b38a89,robot safety shield hierarchy,A method for risk-informed safety significance categorization using the analytic hierarchy process and bayesian belief networks,10.1016/j.ress.2003.08.002,Reliability Engineering &amp; System Safety,2003,journal-article,Jun Su Ha,crossref,,,,,,,
a813b26820024fe8250705bb7dd040c9d5ce847f,robot safety shield hierarchy,Safety Strategy and Framework for Human–Robot Collaboration,10.1007/978-3-030-69178-3_3,Advanced Human-Robot Collaboration in Manufacturing,2021,book-chapter,Xi Vincent Wang,crossref,,,,,,,
afbf90e13e947b662df37dbbc083488e1e1dc526,robot safety shield hierarchy,An Example of Seeking Safety for Turkey Against Syria Crisis: Operation Euphrates Shield,10.35342/econder.451538,Econder International Academic Journal,2019,journal-article,Hüseyin YELTİN,crossref,,,,,,,
1263f1ca5b347ac870eb2a9ef36b47a30ab2581b,robot safety shield hierarchy,Effect of Soil Mechanical Properties on Shield Tunnel Deformation,10.3850/978-981-18-5182-7_00-05-007.xml,8th International Symposium for Geotechnical Safety &amp; Risk (ISGSR 2022),2023,proceedings-article,Yanjie Zhang,crossref,,,,,,,
16dd6fd47391c06768cd0be20084db04651217b0,robot safety shield hierarchy,Synthesized assessment method for interior cabin's door safety based on fuzzy analytic hierarchy process,10.1109/icqr2mse.2011.5976699,"2011 International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering",2011,proceedings-article,Ye Lin,crossref,,,,,,,
8bdea7903cbb75e20ac4f54c479636677be18c7b,robot safety shield hierarchy,Materials selection and shield design to improve ignitor operational safety,10.1016/s0140-6701(03)82004-0,Fuel and Energy Abstracts,2003,journal-article,,crossref,,,,,,,
d652c2882e547d9ef8af584828eac4d2f76597da,robot safety shield hierarchy,Prioritisation of Safety Factors in a Refinery by Intuitionistic Fuzzy Analytic Hierarchy Process,10.1007/978-981-19-4001-9_7,Advances in Construction Safety,2022,book-chapter,G. Suresh,crossref,,,,,,,
e91967fa23f7973e52ee328d8eb9eb3f06d4dd23,robot safety shield hierarchy,A midwife’s exploration into how power &amp; hierarchy influence both staff and patient safety,10.1177/25160435211027035,Journal of Patient Safety and Risk Management,2021,journal-article,Helen Elliott-Mainwaring,crossref,,,,,,,
e472e22c90d63e7cb0b23967a612650a9a708764,robot safety shield hierarchy,The safety hierarchy and its role in safety decisions,10.1201/ebk1439834992-106,Advances in Human Factors and Ergonomics Series,2014,book-chapter,Kenneth Laughery,crossref,,,,,,,
7ddda9cb7e19e07f268f765eb918c885c00499c2,robot safety shield hierarchy,A data-informed PIF hierarchy for model-based Human Reliability Analysis,10.1016/j.ress.2012.08.006,Reliability Engineering &amp; System Safety,2012,journal-article,Katrina M. Groth,crossref,,,,,,,
c46016e4b6cef8a4b588b6f739156aff75831e67,robot safety shield hierarchy,Evaluation of liquid bio-fuels using the Analytic Hierarchy Process,10.1016/j.psep.2008.03.003,Process Safety and Environmental Protection,2008,journal-article,M.A. Papalexandrou,crossref,,,,,,,
0b2f6ae6d2b94cedc320e5f5d3a0fd66ec272e3d,robot safety shield hierarchy,Building a Culture of Responsible Environmental Performance: EMFORCE,10.2118/156529-ms,"International Conference on Health, Safety and Environment in Oil and Gas Exploration and Production",2012,proceedings-article,Helga Shield,crossref,,,,,,,
11d8191fb82ba688b841e974287be5d2d8a74f33,robot safety shield hierarchy,Hazard analysis of human–robot interactions with HAZOP–UML,10.1016/j.ssci.2015.12.017,Safety Science,2016,journal-article,Jérémie Guiochet,crossref,,,,,,,
1849097b8effab00ca5ad90e39f57b375ee15c3b,robot safety shield hierarchy,Safety Considerations,10.1007/978-1-4684-6608-9_9,Industrial Robot Handbook,2013,book-chapter,Richard K. Miller,crossref,,,,,,,
cd3d7d6bb9bf0814de9cc608f0c0e7fbe7fd59ba,robot safety shield hierarchy,On the use of the analytic hierarchy process in the aggregation of expert judgments,10.1016/0951-8320(96)00060-9,Reliability Engineering &amp; System Safety,2002,journal-article,E. Zio,crossref,,,,,,,
45c83d0a7b5af86f2a3aab82fcddd3a2af15fdb8,robot safety shield hierarchy,Probabilistic analysis of shield-driven tunnel in multiple strata considering stratigraphic uncertainty,10.1016/j.strusafe.2016.06.007,Structural Safety,2016,journal-article,Xiangrong Wang,crossref,,,,,,,
d785aacecd2ec5f68e5f486c8ed8573509fe96f1,robot safety shield hierarchy,“Da Vinci” Surgical Robot Cleared for Heart Surgery,10.1097/00149078-200409150-00019,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
bace77125a70b78d81bc54212b930b2d937ec33d,robot safety shield hierarchy,"CoCo the Cool Robot Cat - (Home Safety Robot using AI, IoT, and DL): Scopus Journal Article",10.31219/osf.io/ycb4a,,2023,posted-content,Shobha T,crossref,,,,,,,
5a04e61a0f556d2af531963decde45aa66704127,robot safety shield hierarchy,"Industrial Robots, Safety, and the Future of Work",10.7551/mitpress/14436.003.0004,Robot Ethics,2022,book-chapter,,crossref,,,,,,,
065be73eff7eec29c4ce4562bd35ad3e2772f434,robot safety shield hierarchy,Safety Risk Evaluation of Metro Shield Construction Undercrossing a Bridge,10.20944/preprints202308.1814.v1,,2023,posted-content,Kuang He,crossref,,,,,,,
efe327a2cdc05c58924ea71f29c1b05c89415226,robot safety shield hierarchy,Addressing nursing shortages and patient safety using Maslow's hierarchy of needs,10.1097/01.nurse.0000995608.56374.f5,Nursing,2023,journal-article,Patricia Giuffrida,crossref,,,,,,,
1197ad0975c214a8dee77944f1d3660397f915f5,modular robot failure propagation,Failure recovery for modular robot movements without reassembling modules,10.1109/romoco.2015.7219725,2015 10th International Workshop on Robot Motion and Control (RoMoCo),2015,proceedings-article,Vojtech Vonasek,crossref,,,,,,,
f5810e445d05d6dfe0209675269213714f98b1e7,modular robot failure propagation,Dynamic Parameter Identification of Modular Robot with Flexible Joints,10.3724/sp.j.1218.2011.00440,ROBOT,2011,journal-article,Jun ZHOU,crossref,,,,,,,
4afe7a9b1180a9ae7b677e2a48aa18957de6ffa0,modular robot failure propagation,Modular Design Automation of Intelligent Robot Systems,10.1002/9781394318520.fmatter,Modular Design Automation of Intelligent Robot Systems,2026,other,,crossref,,,,,,,
8035216b62f1f83329d05bfc16df0ef155d94f76,modular robot failure propagation,Active Vibration Control of a Modular Robot Combining a Back-Propagation Neural Network with a Genetic Algorithm,10.1177/10775463045578,Journal of Vibration and Control,2005,journal-article,Y. Li,crossref,,,,,,,
911f7dc78f8e7598f49142cafd9ba468d01fdd53,modular robot failure propagation,A Modular Soft Pipe-Climbing Robot With High Maneuverability_supp2-3385506.mp4,10.1109/tmech.2024.3385506/mm3,,2024,component,Guanjun Bao,crossref,,,,,,,
f1ddf410545dc995f5883c6c71df3e4b2d19fd63,modular robot failure propagation,Assembling a Modular Robot,10.1007/978-1-4302-2755-7_1,Intermediate Robot Building,2010,book-chapter,,crossref,,,,,,,
aeddd289d5618348f5d5e2608225dc9a78c2deb4,modular robot failure propagation,A Modular Soft Pipe-Climbing Robot With High Maneuverability_supp3-3385506.mp4,10.1109/tmech.2024.3385506/mm6,,2024,component,Guanjun Bao,crossref,,,,,,,
3dbaf9a21b918177946430ae23797f66fddaa4e7,modular robot failure propagation,A Modular Soft Pipe-Climbing Robot With High Maneuverability_supp5-3385506.mp4,10.1109/tmech.2024.3385506/mm4,,2024,component,Guanjun Bao,crossref,,,,,,,
6a934ff9502aa640aee1278465950be43f58837b,modular robot failure propagation,A Modular Soft Pipe-Climbing Robot With High Maneuverability_supp6-3385506.mp4,10.1109/tmech.2024.3385506/mm5,,2024,component,Guanjun Bao,crossref,,,,,,,
da636dc689bca0bf4193b83d9f6b38c330f0bbb0,modular robot failure propagation,A Modular Soft Pipe-Climbing Robot With High Maneuverability_supp1-3385506.mp4,10.1109/tmech.2024.3385506/mm2,,2024,component,Guanjun Bao,crossref,,,,,,,
fde3e57e1d2da9c79e5ab65d09a45425f20915a1,modular robot failure propagation,A Modular Soft Pipe-Climbing Robot With High Maneuverability_supp4-3385506.mp4,10.1109/tmech.2024.3385506/mm1,,2024,component,Guanjun Bao,crossref,,,,,,,
8ce5e51a3902d9950eed946d5d072a21fa92f027,modular robot failure propagation,Turning Control for a Modular Biomimetic Amphibious Robot Based on Variable Joint Number,10.3724/sp.j.1218.2010.00491,ROBOT,2010,journal-article,Rui DING,crossref,,,,,,,
0819b82505293190f48943ca43760e845f8e496a,modular robot failure propagation,Active Vibration Control of a Modular Robot Combining a Back-Propagation Neural Network with a Genetic Algorithm,10.1177/1077546305045578,Journal of Vibration and Control,2005,journal-article,Y. Li,crossref,,,,,,,
29cba3a0187cd98e625e61b531bb686f7c60f585,modular robot failure propagation,Modular articulated robot,10.1108/ir.2003.04930cad.013,Industrial Robot: An International Journal,2014,journal-article,Jon Rigelsford,crossref,,,,,,,
93a4283c2a191a2b4b56396f4bb30b69cc3dcbe8,modular robot failure propagation,A Human-in-the-Loop Confidence-Aware Failure Recovery Framework for Modular Robot Policies,10.1145/3757279.3788668,Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,2026,proceedings-article,Rohan Banerjee,crossref,,,,,,,
c35868b0dc379d7b069b7281754f65914061f71b,modular robot failure propagation,A study of the applications of a spring-assisted modular and reconfigurable robot for safe robot operation,10.32920/ryerson.14645106.v1,,2021,posted-content,Harshita Patel,crossref,,,,,,,
28744ae0a6a13a84c0eeebe958bad4eac87d7171,modular robot failure propagation,A study of the applications of a spring-assisted modular and reconfigurable robot for safe robot operation,10.32920/ryerson.14645106,,2021,posted-content,Harshita Patel,crossref,,,,,,,
5c93ff62f547f1a802ba598b88e9c727c9aff870,modular robot failure propagation,Failure propagation analysis study of industrial robot based on meta-action,10.1049/icp.2023.1685,IET Conference Proceedings,2023,journal-article,J. Chen,crossref,,,,,,,
71652b05130c211f5e234b68659bf85f297db812,modular robot failure propagation,Inclusion of tearing parameter failure capabilities in modular failure,10.2172/1828495,,2022,report,Chet Vignes,crossref,,,,,,,
8e5c7f85c3b103f0ff8c5c077370cb11418bd561,modular robot failure propagation,Enabling robustness to failure with modular field robots,10.3389/frobt.2024.1225297,Frontiers in Robotics and AI,2024,journal-article,Troy Cordie,crossref,,,,,,,
1e687593d431af0017e8e6abb92066ce01252d64,modular robot failure propagation,Learning Modular Robot Control Policies_supp1-3284362.mp4,10.1109/tro.2023.3284362/mm1,,2023,component,Julian Whitman,crossref,,,,,,,
aa45bdd14216d85ebaf99708419495797865a835,modular robot failure propagation,Worm-like robot with integrated modular power,10.1126/scirobotics.adw9921,Science Robotics,2025,journal-article,Melisa Yashinski,crossref,,,,,,,
26690e42ab0fbe5d635db010a22114239401f680,modular robot failure propagation,Development and multiple mode control of modular and reconfigurable robot,10.32920/ryerson.14661336,,2021,posted-content,Hongwei Zhang,crossref,,,,,,,
aea17d40113d3571df25bd582266abbcd1fc4e18,modular robot failure propagation,Structure Design and Simulation Analysis of an Innovative Modular Self-Reconfigurable Robot-360bot,10.3724/sp.j.1218.2013.00568,Robot,2015,journal-article,Yanjun CAO,crossref,,,,,,,
